"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"YOS404","1999.0","38.0","09/14/1999 09:00:00","09/21/1999 08:00:00","0.651","1.576","0.51","1.592","2.076","0.612","","","","",""
"YOS404","2005.0","36.0","09/06/2005 09:00:00","09/13/2005 08:00:00","0.754","0.961","1.017","1.441","2.435","0.396","0.156","0.273","0.056","0.07","0.017"
"YOS404","1997.0","38.0","09/16/1997 09:00:00","09/23/1997 08:00:00","0.396","0.641","0.358","1.279","1.616","0.254","","","","",""
"YOS404","1998.0","38.0","09/15/1998 09:00:00","09/22/1998 08:00:00","0.794","1.575","1.524","1.528","3.028","0.787","","","","",""
"YOS404","2012.0","39.0","09/25/2012 09:00:00","10/02/2012 08:00:00","0.38","0.812","0.368","0.983","1.335","0.381","0.17","0.072","0.033","0.058","0.014"
"YOS404","2000.0","39.0","09/26/2000 09:00:00","10/03/2000 08:00:00","0.532","1.481","0.52","1.546","2.042","0.647","0.13","0.114","0.03","0.056",""
"YOS404","2001.0","39.0","09/25/2001 09:00:00","10/02/2001 08:00:00","0.353","0.781","0.287","1.47","1.734","0.32","0.083","0.1","0.018","0.037",""
"YOS404","2011.0","37.0","09/13/2011 09:00:00","09/20/2011 08:00:00","0.337","1.267","0.436","1.098","1.516","0.492","0.139","0.168","0.041","0.069","0.014"
"YOS404","2006.0","37.0","09/12/2006 09:00:00","09/19/2006 08:00:00","0.474","0.7","0.694","0.872","1.552","0.308","0.135","0.272","0.054","0.077","0.11"
"YOS404","2013.0","39.0","09/24/2013 09:00:00","10/01/2013 08:00:00","0.248","0.367","0.276","0.596","0.862","0.147","0.075","0.09","0.022","0.03","0.015"
"YOS404","2003.0","40.0","09/30/2003 09:00:00","10/07/2003 08:00:00","0.587","1.257","0.512","1.963","2.444","0.563","0.155","0.117","0.034","0.079","0.014"
"YOS404","1998.0","36.0","09/01/1998 09:00:00","09/08/1998 08:00:00","0.316","1.385","0.063","1.71","1.746","0.409","","","","",""
"YOS404","1998.0","37.0","09/08/1998 09:00:00","09/15/1998 08:00:00","0.352","1.108","0.296","1.58","1.851","0.385","","","","",""
"YOS404","2018.0","37.0","09/11/2018 09:00:00","09/18/2018 08:00:00","0.64","0.549","0.735","0.358","1.088","0.2","0.617","0.187","0.094","0.124","0.077"
"YOS404","2002.0","36.0","09/03/2002 09:00:00","09/10/2002 08:00:00","0.514","0.984","0.429","1.925","2.323","0.332","0.129","0.126","0.032","0.061",""
"YOS404","2009.0","38.0","09/15/2009 09:00:00","09/22/2009 08:00:00","0.326","0.748","0.344","1.099","1.426","0.315","0.121","0.114","0.034","0.043","0.014"
"YOS404","2011.0","38.0","09/20/2011 09:00:00","09/27/2011 08:00:00","0.322","0.696","0.207","0.727","0.923","0.288","0.117","0.053","0.024","0.042","0.014"
"YOS404","2008.0","36.0","09/02/2008 09:00:00","09/09/2008 08:00:00","","","","","","","","","","",""
"YOS404","2012.0","36.0","09/04/2012 09:00:00","09/11/2012 08:00:00","0.604","1.199","0.462","1.354","1.795","0.497","0.157","0.127","0.038","0.057","0.014"
"YOS404","1996.0","38.0","09/17/1996 09:00:00","09/24/1996 08:00:00","0.49","0.637","0.613","1.678","2.264","0.331","","","","",""
"YOS404","2006.0","36.0","09/05/2006 09:00:00","09/12/2006 08:00:00","0.664","1.045","0.415","1.691","2.079","0.438","0.16","0.102","0.043","0.074","0.014"
"YOS404","2003.0","37.0","09/09/2003 09:00:00","09/16/2003 08:00:00","0.524","0.644","0.306","1.419","1.703","0.326","0.124","0.071","0.024","0.042","0.014"
"YOS404","1996.0","37.0","09/10/1996 09:00:00","09/17/1996 08:00:00","0.561","0.806","0.529","1.948","2.446","0.305","","","","",""
"YOS404","2015.0","40.0","09/29/2015 09:00:00","10/06/2015 08:00:00","0.527","0.672","1.089","0.856","1.932","0.23","0.215","0.356","0.065","0.072","0.184"
"YOS404","2000.0","38.0","09/19/2000 09:00:00","09/26/2000 08:00:00","0.423","1.168","0.254","1.914","2.138","0.4","0.155","0.068","0.03","0.057",""
"YOS404","2008.0","38.0","09/16/2008 09:00:00","09/23/2008 08:00:00","0.546","1.27","0.478","1.027","1.489","0.5","0.18","0.095","0.035","0.078","0.014"
"YOS404","2004.0","40.0","09/28/2004 09:00:00","10/05/2004 08:00:00","0.601","1.388","0.751","1.863","2.585","0.545","0.153","0.212","0.045","0.064","0.014"
"YOS404","2003.0","38.0","09/16/2003 09:00:00","09/23/2003 08:00:00","0.409","0.613","0.382","1.213","1.576","0.291","0.145","0.1","0.03","0.075","0.014"
"YOS404","2000.0","37.0","09/12/2000 09:00:00","09/19/2000 08:00:00","0.466","0.919","0.299","1.211","1.491","0.393","0.123","0.073","0.024","0.047",""
"YOS404","2016.0","40.0","09/27/2016 09:00:00","10/04/2016 08:00:00","0.444","0.623","0.565","0.634","1.189","0.272","0.261","0.125","0.049","0.09","0.051"
"YOS404","1995.0","38.0","09/19/1995 09:00:00","09/26/1995 08:00:00","","","","","","","","","","",""
"YOS404","2015.0","38.0","09/15/2015 09:00:00","09/22/2015 08:00:00","0.374","0.649","0.485","0.774","1.247","0.251","0.129","0.157","0.036","0.045","0.014"
"YOS404","2007.0","37.0","09/11/2007 09:00:00","09/18/2007 08:00:00","0.585","1.38","0.952","1.358","2.288","0.533","0.175","0.29","0.062","0.081","0.015"
"YOS404","2001.0","38.0","09/18/2001 09:00:00","09/25/2001 08:00:00","0.592","1.176","0.741","1.438","2.156","0.592","0.15","0.073","0.028","0.067",""
"YOS404","2011.0","39.0","09/27/2011 09:00:00","10/04/2011 08:00:00","0.445","1.089","0.964","0.722","1.674","0.577","0.197","0.127","0.042","0.071","0.028"
"YOS404","2008.0","37.0","09/09/2008 09:00:00","09/16/2008 08:00:00","0.468","1.032","0.305","0.99","1.279","0.47","0.169","0.082","0.042","0.081","0.014"
"YOS404","2008.0","40.0","09/30/2008 09:00:00","10/07/2008 08:00:00","0.436","1.082","0.164","0.993","1.141","0.344","0.131","0.075","0.027","0.05","0.026"
"YOS404","2008.0","39.0","09/23/2008 09:00:00","09/30/2008 08:00:00","0.36","0.947","0.225","1.049","1.257","0.392","0.137","0.049","0.026","0.045","0.014"
"YOS404","1997.0","36.0","09/02/1997 09:00:00","09/09/1997 08:00:00","0.526","1.284","0.487","1.698","2.158","0.505","","","","",""
"YOS404","2013.0","36.0","09/03/2013 09:00:00","09/10/2013 08:00:00","0.533","1.188","0.436","1.165","1.582","0.551","0.215","0.102","0.04","0.098","0.014"
"YOS404","2007.0","38.0","09/18/2007 09:00:00","09/25/2007 08:00:00","0.319","0.807","0.823","0.679","1.491","0.237","0.135","0.276","0.05","0.058","0.014"
"YOS404","2007.0","36.0","09/04/2007 09:00:00","09/11/2007 08:00:00","0.603","1.163","0.435","1.493","1.904","0.546","0.153","0.128","0.036","0.099","0.014"
"YOS404","2013.0","37.0","09/10/2013 09:00:00","09/17/2013 08:00:00","0.449","0.83","0.431","1.078","1.492","0.463","0.181","0.114","0.04","0.083","0.014"
"YOS404","2001.0","37.0","09/11/2001 09:00:00","09/18/2001 08:00:00","0.622","1.375","0.954","1.949","2.872","0.565","0.158","0.302","0.054","0.096",""
"YOS404","2016.0","39.0","09/20/2016 09:00:00","09/27/2016 08:00:00","0.395","0.578","0.403","0.62","1.013","0.254","0.199","0.116","0.04","0.113","0.025"
"YOS404","2018.0","38.0","09/18/2018 09:00:00","09/25/2018 08:00:00","0.592","0.609","0.57","0.546","1.107","0.224","0.374","0.149","0.067","0.103","0.033"
"YOS404","2017.0","36.0","09/05/2017 09:00:00","09/12/2017 08:00:00","0.37","1.298","1.061","1.288","2.329","0.831","0.347","0.107","0.049","0.234","0.022"
"YOS404","2017.0","38.0","09/19/2017 09:00:00","09/26/2017 08:00:00","0.179","0.382","0.292","0.503","0.787","0.14","0.074","0.123","0.024","0.05","0.015"
"YOS404","2007.0","39.0","09/25/2007 09:00:00","10/02/2007 08:00:00","0.447","1.063","0.701","1.684","2.358","0.434","0.16","0.162","0.037","0.047","0.014"
"YOS404","2015.0","39.0","09/22/2015 09:00:00","09/29/2015 08:00:00","0.673","0.743","0.636","0.904","1.526","0.328","0.186","0.169","0.043","0.058","0.014"
"YOS404","2017.0","39.0","09/26/2017 09:00:00","10/03/2017 08:00:00","0.263","0.418","0.328","0.479","0.799","0.256","0.125","0.042","0.025","0.061","0.014"
"YOS404","2002.0","39.0","09/24/2002 09:00:00","10/01/2002 08:00:00","0.501","1.155","1.199","1.367","2.544","0.586","0.155","0.144","0.038","0.064",""
"YOS404","2010.0","37.0","09/07/2010 09:00:00","09/14/2010 08:00:00","0.403","0.787","0.444","0.828","1.258","0.341","0.129","0.115","0.034","0.057","0.018"
"YOS404","2006.0","38.0","09/19/2006 09:00:00","09/26/2006 08:00:00","0.485","0.574","0.523","0.988","1.496","0.314","0.199","0.073","0.043","0.101","0.015"
"YOS404","1997.0","37.0","09/09/1997 09:00:00","09/16/1997 08:00:00","0.622","1.199","0.604","2.185","2.754","0.302","","","","",""
"YOS404","2000.0","36.0","09/05/2000 09:00:00","09/12/2000 08:00:00","0.445","0.755","0.388","1.249","1.617","0.332","0.137","0.093","0.029","0.045",""
"YOS404","2012.0","37.0","09/11/2012 09:00:00","09/18/2012 08:00:00","0.495","0.886","0.415","1.302","1.697","0.387","0.161","0.109","0.034","0.05","0.014"
"YOS404","2014.0","36.0","09/02/2014 09:00:00","09/09/2014 08:00:00","0.55","0.889","0.925","0.946","1.856","0.41","0.279","0.243","0.061","0.107","0.027"
"YOS404","2014.0","38.0","09/16/2014 09:00:00","09/23/2014 08:00:00","0.305","0.831","0.442","0.909","1.337","0.416","0.192","0.124","0.038","0.067","0.014"
"YOS404","2014.0","37.0","09/09/2014 09:00:00","09/16/2014 08:00:00","0.353","0.935","0.439","1.126","1.547","0.42","0.181","0.111","0.035","0.101","0.013"
"YOS404","2018.0","36.0","09/04/2018 09:00:00","09/11/2018 08:00:00","0.564","0.663","0.556","0.636","1.181","0.282","0.471","0.174","0.078","0.128","0.053"
"YOS404","2016.0","38.0","09/13/2016 09:00:00","09/20/2016 08:00:00","0.439","0.714","0.825","0.564","1.38","0.272","0.201","0.422","0.075","0.099","0.21"
"YOS404","1999.0","37.0","09/07/1999 09:00:00","09/14/1999 08:00:00","1.068","1.49","0.57","1.978","2.516","0.657","","","","",""
"YOS404","2002.0","38.0","09/17/2002 09:00:00","09/24/2002 08:00:00","0.599","0.653","0.259","1.27","1.509","0.302","0.137","0.063","0.025","0.046",""
"YOS404","2002.0","37.0","09/10/2002 09:00:00","09/17/2002 08:00:00","0.699","0.963","0.296","1.676","1.945","0.406","0.159","0.06","0.025","0.043",""
"YOS404","2003.0","36.0","09/02/2003 09:00:00","09/09/2003 08:00:00","0.384","0.81","0.271","1.276","1.527","0.328","0.086","0.086","0.021","0.035","0.014"
"YOS404","2014.0","39.0","09/23/2014 09:00:00","09/30/2014 08:00:00","0.281","0.567","0.316","0.858","1.161","0.168","0.134","0.093","0.029","0.047","0.015"
"YOS404","2015.0","37.0","09/08/2015 09:00:00","09/15/2015 08:00:00","0.826","1.141","1.043","1.242","2.266","0.62","0.506","0.069","0.074","0.308","0.025"
"YOS404","2009.0","37.0","09/08/2009 09:00:00","09/15/2009 08:00:00","0.415","0.702","0.611","0.84","1.437","0.291","0.187","0.166","0.058","0.071","0.014"
"YOS404","1997.0","39.0","09/23/1997 09:00:00","09/30/1997 08:00:00","0.337","0.774","0.235","1.294","1.509","0.301","","","","",""
"YOS404","2001.0","44.0","10/30/2001 09:00:00","11/06/2001 08:00:00","0.263","0.51","0.134","0.744","0.867","0.243","0.038","0.011","0.006","0.026",""
"YOS404","1995.0","43.0","10/24/1995 09:00:00","10/31/1995 08:00:00","0.464","0.667","1.007","1.056","2.046","0.419","","","","",""
"YOS404","2000.0","43.0","10/24/2000 09:00:00","10/31/2000 08:00:00","0.111","0.301","0.255","0.347","0.596","0.113","0.052","0.069","0.014","0.018",""
"YOS404","2017.0","42.0","10/17/2017 09:00:00","10/24/2017 08:00:00","0.147","0.424","0.389","0.598","0.978","0.197","0.126","0.047","0.021","0.139","0.031"
"YOS404","2002.0","43.0","10/22/2002 09:00:00","10/29/2002 08:00:00","0.481","1.506","2.083","1.466","3.526","1.092","0.123","0.118","0.031","0.093",""
"YOS404","1996.0","42.0","10/15/1996 09:00:00","10/22/1996 08:00:00","0.304","0.45","0.626","0.998","1.608","0.228","","","","",""
"YOS404","2013.0","43.0","10/22/2013 09:00:00","10/29/2013 08:00:00","0.368","0.736","0.472","0.536","0.999","0.306","0.137","0.059","0.026","0.046","0.032"
"YOS404","2008.0","41.0","10/07/2008 09:00:00","10/14/2008 08:00:00","0.206","0.598","0.203","0.517","0.712","0.254","0.081","0.064","0.017","0.034","0.015"
"YOS404","2010.0","44.0","10/26/2010 09:00:00","11/02/2010 08:00:00","0.23","0.307","0.075","0.319","0.389","0.073","0.032","0.06","0.011","0.025","0.015"
"YOS404","2016.0","42.0","10/11/2016 09:00:00","10/18/2016 08:00:00","0.311","0.512","0.288","0.423","0.704","0.109","0.121","0.129","0.031","0.068","0.026"
"YOS404","2006.0","41.0","10/10/2006 09:00:00","10/17/2006 08:00:00","0.272","1.157","1.388","0.93","2.304","0.666","0.101","0.146","0.034","0.052","0.015"
"YOS404","2015.0","41.0","10/06/2015 09:00:00","10/13/2015 08:00:00","0.544","0.756","0.697","1.172","1.85","0.284","0.213","0.225","0.047","0.083","0.014"
"YOS404","2004.0","42.0","10/12/2004 09:00:00","10/19/2004 08:00:00","0.399","0.61","0.996","0.863","1.844","0.457","0.143","0.048","0.025","0.083","0.043"
"YOS404","2000.0","44.0","10/31/2000 09:00:00","11/07/2000 08:00:00","0.157","0.422","0.392","0.352","0.738","0.215","0.073","0.042","0.013","0.027",""
"YOS404","2009.0","42.0","10/13/2009 09:00:00","10/20/2009 08:00:00","0.1","0.405","0.537","0.262","0.794","0.28","0.021","0.038","0.009","0.024","0.014"
"YOS404","2006.0","42.0","10/17/2006 09:00:00","10/24/2006 08:00:00","0.332","0.511","0.119","0.634","0.744","0.245","0.044","0.016","0.009","0.027","0.014"
"YOS404","1998.0","44.0","10/27/1998 09:00:00","11/03/1998 08:00:00","0.243","0.615","0.471","1.151","1.604","0.408","","","","",""
"YOS404","2014.0","43.0","10/21/2014 09:00:00","10/28/2014 08:00:00","0.306","0.427","0.681","0.443","1.117","0.113","0.139","0.203","0.037","0.041","0.016"
"YOS404","2017.0","43.0","10/24/2017 09:00:00","10/31/2017 08:00:00","0.219","0.405","0.367","0.43","0.79","0.282","0.079","0.018","0.012","0.069","0.014"
"YOS404","1998.0","41.0","10/06/1998 09:00:00","10/13/1998 08:00:00","0.452","0.736","0.326","1.057","1.366","0.268","","","","",""
"YOS404","2000.0","40.0","10/03/2000 09:00:00","10/10/2000 08:00:00","0.584","1.724","1.226","1.563","2.764","0.772","0.153","0.222","0.05","0.088",""
"YOS404","1997.0","44.0","10/28/1997 09:00:00","11/04/1997 08:00:00","0.202","0.364","0.138","0.622","0.75","0.164","","","","",""
"YOS404","2013.0","44.0","10/29/2013 09:00:00","11/05/2013 08:00:00","0.158","0.347","0.328","0.279","0.603","0.179","0.062","0.08","0.018","0.03","0.014"
"YOS404","2014.0","42.0","10/14/2014 09:00:00","10/21/2014 08:00:00","0.44","1.251","1.728","0.423","2.144","0.254","0.495","0.446","0.098","0.111","0.047"
"YOS404","2012.0","43.0","10/23/2012 09:00:00","10/30/2012 08:00:00","0.163","0.328","0.19","0.339","0.524","0.146","0.029","0.061","0.011","0.021","0.014"
"YOS404","2012.0","44.0","10/30/2012 09:00:00","11/06/2012 08:00:00","0.172","0.262","0.102","0.64","0.732","0.117","0.044","0.01","0.006","0.019","0.014"
"YOS404","1999.0","41.0","10/05/1999 09:00:00","10/12/1999 08:00:00","0.48","0.735","0.643","1.234","1.857","0.337","","","","",""
"YOS404","2008.0","44.0","10/28/2008 09:00:00","11/04/2008 08:00:00","0.13","0.568","0.149","0.457","0.599","0.132","0.117","0.043","0.019","0.036","0.014"
"YOS404","2004.0","44.0","10/26/2004 09:00:00","11/02/2004 08:00:00","0.13","0.315","0.122","0.315","0.431","0.149","0.034","0.014","0.007","0.019","0.015"
"YOS404","2015.0","44.0","10/27/2015 09:00:00","11/03/2015 08:00:00","0.211","0.233","0.139","0.34","0.474","0.104","0.035","0.016","0.008","0.022","0.014"
"YOS404","2018.0","43.0","10/23/2018 09:00:00","10/30/2018 08:00:00","0.249","0.439","0.234","0.487","0.713","0.235","0.123","0.051","0.023","0.05","0.014"
"YOS404","2004.0","41.0","10/05/2004 09:00:00","10/12/2004 08:00:00","0.511","0.873","0.386","1.288","1.653","0.359","0.127","0.076","0.026","0.047","0.014"
"YOS404","1995.0","41.0","10/10/1995 09:00:00","10/17/1995 08:00:00","0.464","1.17","0.467","1.324","1.77","0.489","","","","",""
"YOS404","2001.0","42.0","10/16/2001 09:00:00","10/23/2001 08:00:00","0.464","0.667","0.366","1.731","2.069","0.303","0.116","0.066","0.024","0.052",""
"YOS404","2002.0","44.0","10/29/2002 09:00:00","11/05/2002 08:00:00","0.504","0.703","1.656","1.64","3.27","0.72","0.093","0.094","0.025","0.09",""
"YOS404","2013.0","40.0","10/01/2013 09:00:00","10/08/2013 08:00:00","0.293","0.936","0.515","0.692","1.196","0.255","0.18","0.162","0.044","0.06","0.007"
"YOS404","2007.0","41.0","10/09/2007 09:00:00","10/16/2007 08:00:00","0.279","0.636","0.874","1.006","1.864","0.387","0.135","0.083","0.025","0.063","0.014"
"YOS404","1995.0","42.0","10/17/1995 09:00:00","10/24/1995 08:00:00","0.364","0.977","0.648","1.123","1.753","0.449","","","","",""
"YOS404","2006.0","43.0","10/24/2006 09:00:00","10/31/2006 08:00:00","0.3","0.94","0.23","0.594","0.815","0.373","0.098","0.039","0.024","0.044","0.014"
"YOS404","2018.0","41.0","10/09/2018 09:00:00","10/16/2018 08:00:00","0.332","0.585","0.577","0.894","1.456","0.283","0.166","0.119","0.039","0.068","0.015"
"YOS404","2004.0","43.0","10/19/2004 09:00:00","10/26/2004 08:00:00","0.071","0.303","0.297","0.222","0.515","0.197","0.016","0.022","0.006","0.025","0.014"
"YOS404","2014.0","44.0","10/28/2014 09:00:00","11/04/2014 08:00:00","0.291","0.324","0.28","0.472","0.745","0.099","0.081","0.084","0.019","0.028","0.014"
"YOS404","1999.0","44.0","10/26/1999 09:00:00","11/02/1999 08:00:00","0.273","0.601","0.271","1.829","2.07","0.244","","","","",""
"YOS404","2018.0","40.0","10/02/2018 09:00:00","10/09/2018 08:00:00","0.205","0.418","0.26","0.519","0.771","0.196","0.084","0.045","0.018","0.04","0.014"
"YOS404","2007.0","42.0","10/16/2007 09:00:00","10/23/2007 08:00:00","0.174","0.38","0.189","0.559","0.739","0.088","0.029","0.14","0.019","0.032","0.018"
"YOS404","2003.0","44.0","10/28/2003 09:00:00","11/04/2003 08:00:00","0.385","0.432","0.963","0.497","1.452","0.278","0.123","0.14","0.034","0.056","0.063"
"YOS404","2015.0","42.0","10/13/2015 09:00:00","10/20/2015 08:00:00","0.446","0.599","0.37","0.826","1.183","0.236","0.101","0.06","0.02","0.048","0.015"
"YOS404","2007.0","43.0","10/23/2007 09:00:00","10/30/2007 08:00:00","0.501","0.537","0.372","1.236","1.588","0.166","0.217","0.041","0.028","0.114","0.014"
"YOS404","2012.0","40.0","10/02/2012 09:00:00","10/09/2012 08:00:00","0.413","0.965","0.721","0.873","1.58","0.428","0.153","0.178","0.043","0.055","0.02"
"YOS404","1996.0","40.0","10/01/1996 09:00:00","10/08/1996 08:00:00","0.421","1.186","0.34","1.534","1.849","0.503","","","","",""
"YOS404","2008.0","43.0","10/21/2008 09:00:00","10/28/2008 08:00:00","0.287","0.66","0.199","0.574","0.764","0.299","0.105","0.036","0.026","0.056","0.014"
"YOS404","2017.0","41.0","10/10/2017 09:00:00","10/17/2017 08:00:00","0.372","0.647","1.054","0.647","1.69","0.511","0.366","0.134","0.053","0.27","0.089"
"YOS404","2010.0","41.0","10/05/2010 09:00:00","10/12/2010 08:00:00","","","","","","","","","","",""
"YOS404","1996.0","44.0","10/29/1996 09:00:00","11/05/1996 08:00:00","0.122","0.47","0.619","0.336","0.95","0.37","","","","",""
"YOS404","1997.0","43.0","10/21/1997 09:00:00","10/28/1997 08:00:00","0.358","0.928","0.737","1.294","2.01","0.439","","","","",""
"YOS404","1995.0","40.0","10/03/1995 09:00:00","10/10/1995 08:00:00","","","","","","","","","","",""
"YOS404","2005.0","43.0","10/25/2005 09:00:00","11/01/2005 08:00:00","0.238","0.781","0.068","1.017","1.069","0.267","0.051","0.026","0.014","0.04","0.014"
"YOS404","2009.0","41.0","10/06/2009 09:00:00","10/13/2009 08:00:00","0.326","0.819","1.067","0.537","1.595","0.485","0.126","0.152","0.044","0.076","0.036"
"YOS404","2001.0","41.0","10/09/2001 09:00:00","10/16/2001 08:00:00","0.373","0.619","0.514","1.068","1.565","0.311","0.118","0.108","0.027","0.076",""
"YOS404","2009.0","44.0","10/27/2009 09:00:00","11/03/2009 08:00:00","0.163","0.254","0.071","0.226","0.293","0.102","0.031","0.013","0.007","0.016","0.015"
"YOS404","2003.0","43.0","10/21/2003 09:00:00","10/28/2003 08:00:00","0.438","0.543","0.291","1.153","1.426","0.272","0.119","0.039","0.019","0.057","0.014"
"YOS404","1998.0","42.0","10/13/1998 09:00:00","10/20/1998 08:00:00","0.314","0.593","0.343","0.886","1.214","0.253","","","","",""
"YOS404","2018.0","44.0","10/30/2018 09:00:00","11/06/2018 08:00:00","0.231","0.309","0.289","0.463","0.744","0.174","0.122","0.044","0.023","0.049","0.015"
"YOS404","2007.0","40.0","10/02/2007 09:00:00","10/09/2007 08:00:00","0.316","0.541","0.211","0.729","0.929","0.151","0.082","0.08","0.025","0.03","0.014"
